;date;message
1606;15.10.2018;"​​Актер Алек Болдуин призвал «мирно и законно» свергнуть правительство Трампа   

Алек Болдуин, известный своими пародиями президента на Saturday Night Live, выступил на вечере по сбору средств в Демократической партии в Нью-Гэмпшире с серьезной речью, в которой призвал «мирно и законно свергнуть правительство Дональда Трампа»

Болдуин осудил иммиграционную политику президента, грабеже федеральных средств и ущемлении прав женщин"
1607;15.10.2018;"Прекрасное.

Вообще-то есть целый набор простых внегендерных правил, которые позволяют минимизировать террористическую угрозу. 

Ну то есть: при нахождении бесхозного предмета позовите дежурному по станции, о подозрительном поведении окружающих лучше сообщать дяденьке милиционеру, etc.

Но это все правила для хуемразей, а свободные женщины не будут выбирать хорошо освещённые улицы на прогулках, потому что «это сексизм».

Ок!

Мигрантам это главное расскажите.

 https://t.me/kbrvdvkr/5817"
1608;15.10.2018;"Если бы Макрон был поумнее, он мог бы обратиться к Путину и Кадырову с просьбой прислать ему пару тысяч батальонных, из Грозного и Гудермеса, построить арабов мигрантов и навести порядок. Но Макрону нравится с пирсинговаными внебрачными правнуками третьего состава Бонни М фотографироваться. А судя по довольному выражению лица его супруги она отлично знает значение слова Мандинго и интернет ресурс blacked raw ей тоже знаком 

https://t.me/russianfuture/4552"
1609;15.10.2018;"В одном из петербургских отделений Почты России

Ни один мигрант не должен уйти, не услышав предложения воспользоваться дополнительными услугами"
1610;14.10.2018;​​В Греции представители прогрессивной общественности города Лесбос добились сноса креста, возвышавшегося над гаванью - чтобы не оскорбить чувства прибывающих на остров мигрантов.
1611;14.10.2018;"СМИ и тг-каналы дожевывают экс-министра труда, занятости и миграции Саратовской области Наталью Соколову. Сегодня с утра всеми сообщается, что уволенная получала материальную помощь от государства в течение четырех лет, примерно по 100 тыр в месяц. При этом в 2017 году она получала почти по 200 тысяч рублей зарплаты.

...Министр Соколова, конечно, жила по местным меркам кучеряво. Но на фоне обличающих её vip-журналистов, срубающих столько же или больше за один пост - она просто гаврош."
1612;12.10.2018;Сообщают, что министр труда, занятости и миграции Саратовской области Наталья Соколова, отправленная в отставку после высказываний о величине прожиточного минимума, согласно декларации за 2017 год, увеличила доходы почти на треть — до 2,3 миллиона рублей...
1613;12.10.2018;"Прекрасный Лимонов на RT: 

Мало кто заметил в данном случае хитрый фокус-покус — подмену. Купились даже некоторые наши отставные разведчики и сейчас слишком много оправдываются. Поставлю вопрос прямо: доказательств того, что Боширов — Петров виновны в отравлении Скрипалей, нет. Никаких. Ни старых, ни новых от господ Хиггинса — Доброхотова нет доказательств. 

Самые суровые суды мира, если задать им вопрос, виновны или невиновны Боширов — Петров, ответят: эти двое, по сути, даже не могут быть включены в число подозреваемых. 

Факт нахождения их в Солсбери ничего не доказывает. 

В Солсбери проживают около 50 тыс. человек, да и приезжих, по всей вероятности, немало. 

Однако у британского Скотленд-Ярда нет доказательств вины Боширова — Петрова, кроме разве расистской по сути гипотезы, что это проклятые русские могли попытаться убить Скрипаля (если его вообще кто-либо пытался убить). 

Вот это главное в последнем эпизоде сериала «Отравление Скрипалей». 

Принадлежность к ГРУ, насколько мне известно, не является преступлением. Так же, как и принадлежность к ЦРУ или MI6. 

Слезайте с наших спин, приехали! 

Ну что там Рома Доброхотов? Уже получил, гадёныш, долгожданный британский вид на жительство?

https://russian.rt.com/opinion/563379-limonov-petrov-boshirov-skripal"
1614;10.10.2018;"🚕💃🤷🏽‍♂️ Оказывается, не только таксисты-мигранты пассажирок обижают, но и наоборот 
https://t.me/evil_taxi/203"
1615;10.10.2018;"Как и прогнозировал год назад, Ливия становится очередной ""горячей точкой"", где Россия будет вести горячую гибридную войну.
Странно, что Сирия, а не Ливия была выбрана изначально. Ливия на порядок более значима в стратегическом отношении. Вот несколько факторов:

- Это основное место сборки африканских мигрантов, бегущих в Европу. Отсюда тот, кто способен регулировать эти потоки, получает огромное влияние на европейскую политику. ""Не хотите Северный поток - 2""? Иваныч, загружай пять транспортников с африканцами и гони их в Италию и Грецию"".
- Из Ливии в Италию идёт газопровод Greenstream пропускной мощностью 10-11 млрд. кубометров газа. Тоже хороший способ воздействия на Европу, ""заслонку туда - заслонку сюда"".
- Война в Ливии, в отличи от Сирии, может (и будет) самоокупаемой и даже прибыльной. ЧВК могут кормиться от экспорта нефти.
- Население Ливии всего 6,2 млн. против 20 млн. в Сирии. В Ливии нет такой чересполосицы религий и национальностей, как в Сирии. Это гомогенная страна. Плюс пустынный рельеф в местности. Войну в такой стране вести удобней.
- С географической точки зрения стратегическое положение Ливии выгодней - отсюда вы контролируете всё Восточное Средиземноморье.
- Западу точно придётся договариваться с победителем в ливийской войне - у него большие вложения в нефте- и газодобычу (от американских до французских и итальянских ТНК).
- Нет беспокойных соседей, в отличи от Сирии (Турция и Израиль), не надо будет согласовывать с ними свои интересы.
https://www.rbc.ru/politics/09/10/2018/5bbc8efa9a7947544a676112"
1616;09.10.2018;"Смотрите, какая дичь. 

Живет в России человек. Старовер. Живет себе, поднимает хозяйство. В Сибири. Зовут его Ханофер Ефимофф ли Кейрос.

Да, в девяностых он приехал в Россию с матерью из Бразилии и жил в старообрядческом посёлке Чулково. Уже нашёл жену и растит троих детей.

Но в сентябре до него докопались миграционные службы, оштрафовали, а теперь и вовсе собираются депортировать в Бразилию. Все потому что он  не признает документов.

Зато мы будем очень рады переселенцам-бурам. А вот бразильского старообрядца, который тут хозяйство поднял нахер депортируем 

https://www.facebook.com/100003738910698/posts/1405024099632207/"
1617;09.10.2018;"Игры в патриотов: из наблюдений за миром поп-пропаганды.

Познер на Первом канале сделал беседу с главным тренером сборной России Черчесовым. 

Первый — это, понятное дело, флагман официально сертифицированной государственной пропаганды. И, как мы отмечали, допустимая там повестка сводится к простому набору кричалок: перемога, хохлы, происки врагов.

И даже такое убеждённое белоэмигранское отребье, как Познер, должен держаться этой повестки. Если, конечно, хочет оставаться при казённой кормушке. А он хочет, потому что где ж он ещё харчеваться будет, как не за счёт ненавистной страны?

А Познер же опытный, поэтому давить патриотизм могёт. Чисто на мастерстве имитации.

Ну, с перемогой у Черчесова и так всё в порядке. Это он и без всякого Познера справился. Оставалось найти остальные составляющие поп-патриотического коктейля, чтобы не было мучительно больно перед кассой. И Познер нашёл:

«Сборная России по футболу находится на 46-м месте в рейтинге ФИФА. Сборная Украины, которая вообще не попала на Чемпионат мира, — на 29-м. Это не политика? Скажите мне».

Вот теперь всё на месте: и перемога, и хохлы, и происки.

***
Нет только знания предмета праведного возмущения.

Рейтинг ФИФА считается тупым компьютером, который не различает хохлов и москалей. В этот компьютер вбиты несколько несложных алгоритмов и сведены в незамысловатую формулу.

А именно: результаты матчей, их статус, соотношение рейтингов соперников, отличия от арифметического прогноза. Потом всё это складывается, делится, умножается — и получается циферка. Ну, то есть, чем сильнее соперник и чем престижнее турнир, тем больше пунктов рейтинга можно получить. 

Так вот. В предыдущие два года сборная Украины честно отпахала отбор к ЧМ и, хоть туда не попала, но чего-то там навыигрывала. И каждое очко тупо умножается на высокий коэффициент престижности — потому что отбор ЧМ.

Сборная России в же два года играла только товарищеские матчи — это естественно, нахуя хозяевам ЧМ играть в отборе? Но коэффициент престижности там малюсенький. Да и всё равно — почти все товарняки перед ЧМ наши проебали. И не только Франции с Аргентиной, но и Катару с Коста-Рикой. Вот рейтингу и взяться было неоткуда: перед стартом ЧМ наши волоклись на неприличном 70-м месте.

Зато по итогам ЧМ скакнули аж а первую полусотню. Хотя, чисто по арифметике, наиграли там всего ничего: всего две победы, да и то над низкорейтинговыми саудитами и египтянами, одна сенсация с Испанией, но в серии пенальти. Остальное — достойно, но почти по нулям. Да, коэффициент престижности высокий, но умножать на него не так уж много чего есть.

***
И чё? Где тут подвох? Где тут политика? Где тут ущерб для патриотизма? Кто вообще об этом думает в здравом уме? Кто из понимающих в футболе завидует рейтингу Украины?

Разве что Познер. Но он не понимает."
1618;08.10.2018;"«Слегка» располневшего полицейского в воспитательных целях заставили бегать вокруг поста в Саратове. 

В какой-то момент в кадре появляется другой мужчина в форме полковника полиции. Складывается впечатление, что он проводит воспитательную работу с подчиненным. Внешне он напоминает начальника Управления по вопросам миграции ГУ МВД России по Саратовской области Вадима Афонина.

К вопросу со всеми этими ППэшечками, диетами и прочим. Решать вопрос с лишним весом надо кардинально, по-саратовски  - ноги в руки и вперёд, по кругу."
1619;08.10.2018;"Как и ожидалось, началась в российских СМИ кампания против дедолларизации. Наши американофилы в СМИ будут стоять за доллар до последнего. Это их последний бастион:

Экономист Олег Вьюгин, газета Ведомости: ""Отказ от использования в мировой торговле единой базовой валюты и переход на фрагментированные валюты расчетов могли бы принести существенный рост транзакционных издержек в международной торговле, а главное – лишить рынки прозрачного общепризнанного механизма формирования единых мировых рыночных цен на ключевые товары и услуги. Именно по этой причине доллар сохраняет свои позиции валюты расчетов в мировой торговле, даже несмотря на угрозы властей США использовать его в качестве санкционного инструмента.""

Финансист Джек Лью, министр финансов США при президенте Обаме: ""Нашу центральную роль в мировой финансовой системе нельзя воспринимать как нечто само собой разумеющееся... Чем сильнее мы обуславливаем использование доллара и нашей финансовой системы согласием с американской внешней политикой, тем сильнее растет среднесрочный риск миграции в другие валюты и финансовые системы. Такие последствия - не в интересах США по целому ряду причин, и мы должны стараться их избежать"" 
https://www.treasury.gov/press-center/press-releases/Pages/jl0398.aspx


Внимание вопрос: кто лучше разбирается в долларовой системе и ее уязвимостях в условиях неумеренной санкционной политики Вашингтона? Логика подсказывает, что министр финансов США. Но российские СМИ уверенно пиарят тех, кто верит в американскую валюту с фанатизмом, который не свойственен даже высшим американским чиновникам."
1620;07.10.2018;"Пока Интерпол ищет своего директора, который пропал в Китае, в Турции ещё более лихая история. Журналист и писатель Джамаль Хашогги, представитель очень влиятельного и богатого саудовского клана и критик нынешних властей, пропал, зайдя в минувший вторник в саудовское консульство в Стамбуле. Сам он жил в эмиграции в Турции. Хашогги должен был получить официальную справку о разводе с бывшей женой, поскольку собирался жениться в Турции вновь. Невеста, прождавшая его 11 часов у диппредставительства, подняла тревогу. 

Теперь турецкая полиция говорит, что, по её сведениям, оппозиционер был убит в консульстве, а его тело срочно эвакуировали прочь. Саудиты это, естественно, резко отрицают и даже пустили в консульство следователей, показав, что там никого нет. Скандал назревает первостатейный. Все как-то вразнос пошло, мировая политика напоминает второсортный детектив. 

https://www.bbc.com/news/world-europe-45775819"
1621;07.10.2018;"Вице-премьер Италии Луиджи Ди Майо предрек Евросоюзу ""политическое землетрясение"" после очередных выборов в Европарламент. И @Vibornyk даже знает, кого обвинят в том, что изнасилованная мигрантами, гипертолерантностью и неуважением ЕС к суверенитетам отдельных государств Европа выберет популистов, националистов и сторонников развала Евросоюза. И вы тоже знаете 👀

""На европейском уровне произойдет политическое землетрясение, и все правила изменятся. Как показывают опросы общественного мнения, во всех странах Европы вскоре произойдет то, что у нас произошло 4 марта. Все это станет очевидным с европейскими выборами"", — заявил известный политик. 

Мартовские выборы в Италии не определили явного победителя. По итогам голосования, Д5З стало первой партией страны, заручившись поддержкой почти трети из избирателей. Однако лучший результат показала коалиция правоцентристских сил во главе с партией ""Лига"", участники которой вместе получили 37% голосов. После длительных консультаций Д5З и ""Лига"" сформировали коалиционное правительство. Две эти политические силы в ЕС принято рассматривать, как популистские, антисистемные и антиевропейские. 

Россия, кстати, такое проходила. 
https://t.me/vibornyk/5203
Помните трансляцию «ночи выборов», когда элиточка с маслянными от икры губами увидела, что истерзанная «демократическими реформами» страна взяла и ... выбрала популистов и националистов ЛДПР - побивших и кремлевский ""Выбор России"", и рычавшую Зюгановым КПРФ? 
Тогда ещё растерянные журналисты уводят ""жратву и отмечание победы партии власти"" из эфира, а наутро газеты выходят с заголовками ""Россия, ты одурела?""."
1622;07.10.2018;"Прощание со священными репрессиями: из наблюдений за миром неактуального исторического знания.

ВЦИОМ установил занимательный социологический факт: почти половина (47%) сограждан в возрасте 18-24 лет «никогда не слышали» о сталинских репрессиях. Лучше всего познания об этом историческом явлении у старшего поколения (60 лет и старше) — 89%. 

Данные, впрочем, какие-то странные. Это что же, у половины недавних школьников вообще вся программа по истории из головы выветрилась?

Тем более, ещё одна цифра из результатов опроса вообще ни в какие ворота не лезет: 35% респондентов указали, что в их семьях были репрессированные в 20-50-х годах родственники. Трудно, по правде говоря, вообразить такую генеалогически-демографическую конструкцию, чтобы 3-4% населения СССР указанного периода произвели на свет больше трети наших современников. 

Так что, может быть, есть какая-то проблема с постановкой вопроса. 

***
В общем, трудно судить, насколько корректна цифра 47% «не знающих». Но кое-какую объективную реальность она так или иначе отражает.

А именно: сталинские репрессии — и выдуманные, и те, что были на самом деле — перестали быть маркером исторического сознания. 

Больше 30 лет на памяти только одного поколения прорабы перестройки и прочая внутренняя белоэмиграция просто засрали  нам мозги этими гулагами своими и миллиардами невинно расстрелянных. Всю историю страны, собственно, к этому мифу свели — как выяснилось, тупо для того, чтобы научно и идеологически обосновать шкурные интересы по её разграблению.

Возможно, кстати, отсюда и берётся несуразная цифра «35% предков, пострадавших от репрессиий». Просто иметь в генеалогическом древе «жертв сталинизма» в какой-то момент стало чуть ли не престижным, без этого в приличных местах не принимали. Ну, вспомните хотя бы проникновенный рассказ Бориса Гребенщикова — про всех-всех одноклассников мамы, отправленных в ГУЛаг в 8-летнем возрасте. 

Так вот. Мама БГ и остальные легенды и мифы древней перестройки, естественно, жили и живут своей альтернативной жизнью, никак не связанной с реальными историческими фактами. 

И не исключено, что та самая «половина молодёжи» знает как раз историческое факты, но «ничего не слышала» как раз о воспалённых выдумках всяких пидорасов.

И, что самое главное, у современного юношества просто нет идеологической установки сдать страну. И, соответственно, нет потребности в лживых истерических обоснованиях такой идеологии. 

Значит — прощай, лживый миф, не пригодишься, скучать не будем."
1623;06.10.2018;Массовую драку мигрантов в московском метрополитене спровоцировала царящая в России атмосфера всеобщей ненависти
1624;05.10.2018;"Слушатели ""Говорит Москва"" сообщили, что на станции метро ""Савёловская"" произошла массовая драка с участием мигрантов. Разбиты плафоны на эскалаторе. Полиция задержала подозреваемых. Находятся в комнате полиции в вестибюле станции."
1625;05.10.2018;"Мигранты, с их огромными влажными тёмными глазами, мне похожи на Оленят Бэмби. Потом вдруг оленята становятся грэмлинами
https://t.me/radiogovoritmoskva/5105"
1626;05.10.2018;"Справка на Мэн Хунвэя.
Действующий президент INTERPOL был избран на 85-й сессии Генеральной Ассамблеи Интерпола, состоявшейся на Бали в ноябре 2016 года. Г-н Мэн, китаец по национальности, ион будет выполнять функции президента до 2020 года.

Мэн Хунвэй имеет почти 40-летний опыт в области уголовного правосудия и полицейской деятельности. Занимался вопросами, связанными с юридическими институтами, контролем над наркотиками, борьбой с терроризмом, пограничным контролем, иммиграцией и международным сотрудничеством.

Г-н Мэн занимал несколько должностей в Министерстве общественной безопасности, включая директора Отдела полицейской службы, Генерального директора Департамента контроля за движением, помощника министра и заместителя министра.

Он также занимал посты заместителя председателя Национальной комиссии по контролю за оборотом  наркотиков, директора Национального контртеррористического управления и члена Китайского совета Региональной контртеррористической структуры Шанхайской Организации Сотрудничества, а также генерального директора Китайской береговой охраны."
1627;01.10.2018;"Куда пропал Роман Абрамович? Bloomberg описывает, как складывается жизнь российского олигарха после того, как правительство Великобритании отказало ему в продлении визы. По словам источников, близких к Абрамовичу, он начал реструктурировать свои сбережения, чтобы спасти активы в том случае, если США введут против него санкции. Он также пытается продать футбольный клуб «Челси» за £3 млрд. Источники издания сообщили, что Абрамовичу уже предложили купить клуб за £2,3 млрд (это стало бы самой дорогой сделкой такого рода), но олигарх отказался.
 
Абрамович — один из самых ярких представителей Лондонграда. Столицу Великобритании прозвали так из-за большого количества богатых россиян, которые покупают там имущество и хранят свои активы. Эксперты издания отмечают, что Россия и Китай — два государства, откуда в основном приходят «грязные деньги» в Соединенное королевство. Bloomberg пишет: «С состоянием в $14,7 млрд, заработанным на нефти и металлах, Абрамович владеет своим богатством благодаря расположению российского президента Владимира Путина. Именно из-за этого он и попадает под перекрестный огонь второй холодной войны, которая сейчас разворачивается. Не только ему отказали в продлении визы. В поисках методов наказания Путина британское правительство, кажется, замедлило процесс выдачи виз для всех российских граждан, утверждают иммиграционные адвокаты в Лондоне. В то же время правительство начало внимательно изучать источник доходов россиян, которые базируются в Лондоне, а законодатели теперь называют приток российских денег угрозой национальной безопасности.
 
""Нам следовало бы задавать им более жесткие вопросы, а мы начали это делать только в последние 12 месяцев. Мы всегда оставляем за собой право аннулировать любую визу. У нас есть право просто сказать: «Нет, спасибо. Вам не рады»"", — говорит заместитель министра внутренних дел Великобритании Бен Уоллес».
https://www.bloomberg.com/markets/fixed-income"
1628;30.09.2018;В Турции затонула лодка с нелегальными мигрантами. Есть погибшие.
1629;30.09.2018;"Интересная информация вчера появилась у наших коллег по поводу презентации Заместителя министра внутренних дел Игоря Зубова с анализом влияния Телеграм-каналов 

Вот что удалось выяснить нашей редакции:

- Действительно, вчера в Московском университете МВД прошло выездное расширенное совещание, просвящённое обсуждению проекта Мигрантского кодекса

- Обсуждение встретило бурную дискуссию, в том числе по вопросам образования. Так, были высказаны критические замечания в адрес региональной системы обучения мигрантов русскому языку и последующей процедуры тестирования

- В этом контексте по инициативе спикеров от МВД обсуждался вопрос ""цифровизации"" механизма привлечения в Россию мигрантов и их обучения, включая усиление работы с социальными сетями и месседжерами

- Была продемонстрирована презентация Замминистра-статс секретаря МВД И.Зубова,
в которой кроме упоминания конкретных Телеграм-каналов
( @russica2
@kremlebezBashennik
@obrazbuduschego
@mediatech и некоторых других), были приведены конкретные примеры цепи ""публикация в телеграм канале- управленческое решение исполнительной власти"".

В частности, был продемонстрирован механизм участия телеграм-каналов в создании инфоповодов, тиражируемых затем официальными СМИ и соцсетями, что в конечном счёте повлияло на принятие некоторых решений на уровне власти.

https://t.me/kremlebezBashennik/2642"
1630;28.09.2018;"Несколько часов назад в немецком Равенсбурге мигрант бегал с ножом по улице, и насаживал на пику всех кого встречал.

Полиция не подтвердила теракт.

Хули, дело то житейское."
1631;25.09.2018;"@ru4chan — лучшая борда в мире, объединяющая людей разных слоев, теперь и для СНГ. Абстрактные мемы, главное из новостей мира и политики. Все, что нужно, в одном канале.

@freakbook — подборки интересных статей рунета за сутки на разные темы. Автор канала отбирает статьи из 200 источников и указывает для каждой аннотацию и время на прочтение.

@hardchannel — место от которого бегут мурашки по коже. Криповые истории реальных людей. Это как сходить на хоррор в кино, получить всю палитру эмоций, но всего за пару минут.

@oldlentach — канал легендарного «Лентача». О том, что происходит в России и в мире – здесь рассказывают на языке мемов.

@za_bugrom — главный канал о жизни в США. Автор живет в Нью-Йорке, занимается бизнесом и рассказывает об иммиграции, американском менталитете, быте и предпринимательстве."
1632;24.09.2018;"Краснодар официально признали городом-миллионником. На самом деле в городе реально проживают больше 1,5 млн человек, а рубеж в 1 миллион перешагнули лет 5 назад. 

Коренных жителей это совсем не радует. Резкий рост численности превратил город в одну большую пробку. Губернатор Кондратьев и мэр Первышов который год обещают метро и новые дороги, некоторые фантазируют о воздушном метро, а сами краснодарцы уже никому не верят, злятся на приезжих (""понаехи"") и власть. 

Любое напоминание о растущей численности Краснодара вызывает только негатив. Но это не остановило мудрых чиновников из администрации города, которые выпустили торжественный пресс-релиз. 

Результат предсказуем. Тысячи людей из-за пробок вынуждены были любоваться салютом в честь дня города из своих машин, вымещая злобу в соцсетях, а пресс-служба Первышова в режиме нон-стоп пытается ""нейтрализовать негатив"". 

""Минвайл, мой родной Краснодар наконец-то официально признали городом-миллионником. Поздравляю, люблю и скучаю!"", – написала по этому поводу Марго Симоньян. Сейчас в её любимом городе за такое поздравление можно как следует огрести."
1633;24.09.2018;"Администрация Трампа планирует новый поход против КНР: «Мы не позволим только России быть раздражающим фактором. Это Россия и Китай», - сообщает издание Axios https://www.axios.com/trump-administration-anti-china-campaign-2c17776d-ad80-4a79-b6a7-912927059833.html 

К кампании антикитайских «наказаний» планируется подключить Министерство торговли США, Минфин США, Госдеп и даже Пентагон. Конкретно – американцы собираются предъявить Пекину новые обвинения  «злонамеренных действий» в киберпространстве, вмешательстве в выборы США (!!!) и краже интеллектуальной собственности. «Мы собираемся показать, как китайцы проникли в США и что мы сделаем, чтобы противостоять этому»,- заявил Axios высокопоставленный источник США.

Коротенько вспомнить, как «китайцы проникли» и что власти США сделали «чтобы противостоять этому» не сложно. Выходцы из Поднебесной строили Америке  железные дороги и трудились в шахтах, т.е. там, где местным работать было или тяжко, или «западло». А власти США их отблагодарили, приняв «Акт об исключении китайцев» - особый закон, запрещавший не только китайскую иммиграцию, но и «натурализацию» уже приехавших.  Дискриминация в США – явление обычное для их прошлого. Но! Всё-таки до этого «гнобили» по расовому признаку (индейцы, негры), а тут конкретно по национальному. «Исключительный Акт» просуществовал долго с 1882 по 1943 год, предохраняя страну от «жёлтой опасности», как её величала американская пресса. 

Межгосударственные отношения тоже складывались на всём протяжении истории не ахти как и, если бы не великий президент США Никсон (здесь без сарказма) не известно, что бы мы наблюдали  сейчас. 

«Кража интеллектуальной собственности» - это да, вот только не исключено, что таким образом Китай берёт с Америки недополученные прибыли за свои великие изобретения, вроде бумаги и пороха. А, если серьёзно, то для того, чтобы «не воровали», не стоило «разбрасывать» фабрики по всему миру, идя на поводу собственной «жабы». А теперь «фарш назад» прокрутить тяжко. 

Например, тот же айфон из провинции Гуадун перенести в Калифорнию «чисто по деньгам» можно. Отказ от китайского «аутсорсинга» приведёт к удорожанию гаджетов «made in USA» в конечной рознице на 50-70 долларов. Что для «айфона» совсем не критично - солидная прибыль в нём заложена изначально. 

Главная причина – отсутствие необходимой рабочей силы, среди самих американцев. Пока наберёшь и подготовишь достаточное количество специалистов, обойдут конкуренты по рынку – те же корейцы, к примеру.

В общем, Трамп, как его принято величать в России – «бизнесмен» (думая, что это комплимент такой), наверное, и впрямь «наш»."
